,Date/Time,Latitude,Longitude,TTT [°C],PPPP [hPa],Tilt [deg],Compass bearing [deg],QF pos
38,2019-10-10 13:00:00,84.899613,138.57592,1017,-14.625,3,248,0
39,2019-10-10 15:00:00,84.89756,138.54432,1018,-15.8125,2,249,0
40,2019-10-10 17:00:00,84.89544,138.55112,1018,-16.9375,3,244,0
41,2019-10-10 19:00:00,84.89164,138.601573,1017,-16.5,2,250,0
42,2019-10-10 21:00:00,84.885,138.67216,1016,-14.8125,3,246,0
43,2019-10-10 23:00:00,84.876493,138.74184,1015,-14.5625,2,246,0
44,2019-10-11 01:00:00,84.867386,138.792906,1015,-14.625,3,245,0
45,2019-10-11 03:00:00,84.85812,138.829093,1015,-15.0625,3,248,0
46,2019-10-11 05:00:00,84.851266,138.861226,1014,-15.875,3,250,0
47,2019-10-11 07:00:00,84.845013,138.911493,1014,-15.75,2,247,0
48,2019-10-11 09:00:00,84.8342,138.9504,1014,-15.0625,2,250,0
49,2019-10-11 11:00:00,84.82584,138.957706,1014,-15.5,2,244,0
50,2019-10-11 13:00:00,84.820626,138.960266,1014,-15.1875,3,246,0
51,2019-10-11 15:00:00,84.817453,138.987813,1013,-13.5,3,251,0
52,2019-10-11 17:00:00,84.81424,139.046346,1012,-13.3125,3,250,0
53,2019-10-11 19:00:00,84.810466,139.09728,1012,-14.1875,2,247,0
54,2019-10-11 21:00:00,84.806666,139.127626,1011,-13.8125,3,250,0
55,2019-10-11 23:00:00,84.805773,139.1284,1010,-13.25,3,251,0
56,2019-10-12 01:00:00,84.809573,139.117813,1008,-12.8125,3,245,0
57,2019-10-12 03:00:00,84.817306,139.127013,1007,-12.875,3,245,0
58,2019-10-12 05:00:00,84.824986,139.141093,1005,-13.1875,3,250,0
59,2019-10-12 07:00:00,84.83084,139.138106,1002,-13.0,3,251,0
60,2019-10-12 09:00:00,84.833506,139.103333,1001,-13.875,3,247,0
61,2019-10-12 11:00:00,84.83572,139.027706,1000,-15.0625,3,252,0
62,2019-10-12 13:00:00,84.83896,138.92776,1000,-14.9375,3,248,0
63,2019-10-12 15:00:00,84.842413,138.843466,1000,-14.375,2,253,0
64,2019-10-12 17:00:00,84.844386,138.79016,1000,-15.3125,2,257,0
65,2019-10-12 19:00:00,84.843893,138.743813,1001,-15.6875,3,249,0
66,2019-10-12 21:00:00,84.84216,138.67104,1001,-15.1875,3,247,0
67,2019-10-12 23:00:00,84.841253,138.57208,1002,-14.375,2,247,0
68,2019-10-13 01:00:00,84.8416,138.47192,1003,-17.125,2,252,0
69,2019-10-13 03:00:00,84.84188,138.39208,1003,-18.125,3,247,0
70,2019-10-13 05:00:00,84.8404,138.334933,1004,-17.5625,2,249,0
71,2019-10-13 07:00:00,84.837106,138.281226,1004,-19.0,2,246,0
72,2019-10-13 09:00:00,84.83328,138.218266,1004,-20.0625,3,243,0
73,2019-10-13 11:00:00,84.829506,138.154906,1005,-19.75,2,244,0
74,2019-10-13 13:00:00,84.826133,138.115493,1004,-19.9375,3,246,0
75,2019-10-13 15:00:00,84.821973,138.111173,1003,-20.625,2,243,0
76,2019-10-13 17:00:00,84.81576,138.136986,1002,-20.5,2,244,0
77,2019-10-13 19:00:00,84.808186,138.14496,1001,-19.3125,2,243,0
78,2019-10-13 21:00:00,84.800666,138.10504,1001,-17.875,2,245,0
79,2019-10-13 23:00:00,84.79424,138.025466,1002,-18.0,3,247,0
80,2019-10-14 01:00:00,84.78928,137.945626,1002,-17.8125,2,248,0
81,2019-10-14 03:00:00,84.784946,137.8888,1003,-18.625,3,248,0
82,2019-10-14 05:00:00,84.780466,137.850266,1004,-17.875,2,244,0
83,2019-10-14 07:00:00,84.775013,137.821893,1005,-17.4375,2,246,0
84,2019-10-14 09:00:00,84.76836,137.787253,1006,-17.8125,3,243,0
85,2019-10-14 11:00:00,84.76268,137.734346,1007,-16.3125,3,245,0
86,2019-10-14 13:00:00,84.759413,137.678933,1008,-16.625,2,250,0
87,2019-10-14 15:00:00,84.75792,137.647066,1008,-18.625,3,246,0
88,2019-10-14 17:00:00,84.756706,137.649386,1009,-19.75,3,243,0
89,2019-10-14 19:00:00,84.754733,137.670266,1009,-20.8125,2,238,0
90,2019-10-14 21:00:00,84.752706,137.681466,1010,-20.9375,2,244,0
91,2019-10-14 23:00:00,84.751853,137.66576,1010,-20.875,2,241,0
92,2019-10-15 01:00:00,84.75292,137.637146,1011,-21.6875,2,240,0
93,2019-10-15 03:00:00,84.755186,137.620693,1011,-22.5,2,244,0
94,2019-10-15 05:00:00,84.757146,137.625706,1012,-23.0,2,246,0
95,2019-10-15 07:00:00,84.757613,137.63288,1013,-23.625,2,241,0
96,2019-10-15 09:00:00,84.757093,137.61976,1014,-23.875,2,245,0
97,2019-10-15 11:00:00,84.75692,137.57848,1014,-23.9375,2,242,0
98,2019-10-15 13:00:00,84.758093,137.52568,1015,-24.375,2,240,0
99,2019-10-15 15:00:00,84.760053,137.48648,1015,-23.4375,2,239,0
100,2019-10-15 17:00:00,84.761226,137.467973,1016,-21.375,2,244,0
101,2019-10-15 19:00:00,84.760986,137.442213,1016,-20.1875,2,246,0
102,2019-10-15 21:00:00,84.759413,137.383306,1016,-18.375,2,246,0
103,2019-10-15 23:00:00,84.75792,137.27112,1017,-17.0,2,244,0
104,2019-10-16 01:00:00,84.75812,137.151013,1016,-16.4375,3,244,0
105,2019-10-16 03:00:00,84.759733,137.060533,1016,-16.125,3,245,0
106,2019-10-16 05:00:00,84.76012,137.006906,1017,-15.8125,2,248,0
107,2019-10-16 07:00:00,84.758173,136.96384,1016,-15.875,2,250,0
108,2019-10-16 09:00:00,84.755066,136.9116,1017,-16.625,2,247,0
109,2019-10-16 11:00:00,84.752946,136.837706,1017,-16.8125,2,242,0
110,2019-10-16 13:00:00,84.752893,136.755093,1016,-15.875,2,244,0
111,2019-10-16 15:00:00,84.754346,136.689173,1016,-15.0625,2,249,0
112,2019-10-16 17:00:00,84.755066,136.64992,1015,-14.5625,3,247,0
113,2019-10-16 19:00:00,84.753626,136.618826,1014,-14.125,3,247,0
114,2019-10-16 21:00:00,84.75096,136.574933,1014,-13.1875,3,250,0
115,2019-10-16 23:00:00,84.748466,136.49608,1013,-12.875,3,253,0
116,2019-10-17 01:00:00,84.747373,136.401306,1012,-12.4375,2,250,0
117,2019-10-17 03:00:00,84.747173,136.32512,1012,-12.375,3,246,0
118,2019-10-17 05:00:00,84.747026,136.286106,1012,-12.625,3,251,0
119,2019-10-17 07:00:00,84.74584,136.280346,1011,-12.625,3,254,0
120,2019-10-17 09:00:00,84.743133,136.26816,1011,-12.375,2,250,0
121,2019-10-17 11:00:00,84.740733,136.238773,1011,-12.1875,2,257,0
122,2019-10-17 13:00:00,84.73976,136.20584,1011,-12.125,2,247,0
123,2019-10-17 15:00:00,84.740266,136.193253,1011,-12.1875,3,252,0
124,2019-10-17 17:00:00,84.741026,136.21504,1011,-12.3125,3,254,0
125,2019-10-17 19:00:00,84.741306,136.25872,1011,-12.4375,3,252,0
126,2019-10-17 21:00:00,84.741933,136.291466,1011,-12.125,3,251,0
127,2019-10-17 23:00:00,84.74456,136.297813,1011,-12.5625,3,248,0
128,2019-10-18 01:00:00,84.750813,136.295413,1011,-12.6875,3,250,0
129,2019-10-18 03:00:00,84.759293,136.308773,1012,-12.75,3,255,0
130,2019-10-18 05:00:00,84.76792,136.344533,1012,-13.25,2,249,0
131,2019-10-18 07:00:00,84.77552,136.38328,1012,-13.875,3,252,0
132,2019-10-18 09:00:00,84.782586,136.40872,1012,-14.4375,2,251,0
133,2019-10-18 11:00:00,84.79152,136.40992,1012,-14.5,3,254,0
134,2019-10-18 13:00:00,84.803786,136.4036,1012,-14.375,2,248,0
135,2019-10-18 15:00:00,84.817853,136.413946,1012,-14.3125,2,252,0
136,2019-10-18 17:00:00,84.83164,136.4456,1012,-14.4375,2,250,0
137,2019-10-18 19:00:00,84.843373,136.49008,1012,-14.375,3,244,0
138,2019-10-18 21:00:00,84.85356,136.520853,1012,-14.3125,3,250,0
139,2019-10-18 23:00:00,84.86404,136.51016,1013,-14.875,3,248,0
140,2019-10-19 01:00:00,84.87464,136.468266,1012,-15.625,2,248,0
141,2019-10-19 03:00:00,84.884093,136.434693,1013,-16.0,3,246,0
142,2019-10-19 05:00:00,84.891093,136.421146,1013,-16.625,2,245,0
143,2019-10-19 07:00:00,84.895373,136.41208,1013,-17.0625,3,243,0
144,2019-10-19 09:00:00,84.899866,136.38048,1013,-16.375,2,245,0
145,2019-10-19 11:00:00,84.906146,136.325093,1012,-14.9375,2,247,0
146,2019-10-19 13:00:00,84.91392,136.261626,1011,-13.75,3,247,0
147,2019-10-19 15:00:00,84.92204,136.205733,1011,-14.0,2,253,0
148,2019-10-19 17:00:00,84.928093,136.157013,1011,-14.6875,3,248,0
149,2019-10-19 19:00:00,84.9314,136.10496,1009,-13.875,2,250,0
150,2019-10-19 21:00:00,84.932986,136.04904,1009,-12.0625,3,247,0
151,2019-10-19 23:00:00,84.93552,135.99656,1008,-12.0625,3,253,0
152,2019-10-20 01:00:00,84.940653,135.94872,1007,-12.75,3,249,0
153,2019-10-20 03:00:00,84.947186,135.91328,1007,-12.8125,2,257,0
154,2019-10-20 05:00:00,84.953346,135.896533,1006,-14.0,3,246,0
155,2019-10-20 07:00:00,84.95816,135.888693,1006,-13.3125,3,247,0
156,2019-10-20 09:00:00,84.962826,135.873866,1006,-12.4375,3,251,0
157,2019-10-20 11:00:00,84.968973,135.850373,1005,-12.0,2,252,0
158,2019-10-20 13:00:00,84.977146,135.829226,1005,-12.75,2,250,0
159,2019-10-20 15:00:00,84.987106,135.829173,1006,-12.75,2,258,0
160,2019-10-20 17:00:00,84.997466,135.866506,1006,-11.75,3,253,0
161,2019-10-20 19:00:00,85.006986,135.934053,1008,-11.25,3,251,0
162,2019-10-20 21:00:00,85.0138,135.9844,1009,-12.25,2,249,0
163,2019-10-20 23:00:00,85.02008,135.9796,1010,-12.8125,3,249,0
164,2019-10-21 01:00:00,85.033426,135.956213,1010,-11.5,3,246,0
165,2019-10-21 03:00:00,85.049493,135.9444,1011,-10.5625,3,247,0
166,2019-10-21 05:00:00,85.064373,135.943386,1011,-10.375,3,253,0
167,2019-10-21 07:00:00,85.075026,135.929386,1012,-11.0625,3,256,0
168,2019-10-21 09:00:00,85.084493,135.879093,1012,-10.5625,3,250,0
169,2019-10-21 11:00:00,85.095946,135.79464,1013,-10.25,3,255,0
170,2019-10-21 13:00:00,85.11056,135.700586,1013,-10.0,3,248,0
171,2019-10-21 15:00:00,85.126253,135.617013,1012,-9.8125,3,254,0
172,2019-10-21 17:00:00,85.140213,135.544346,1012,-9.5625,3,254,0
173,2019-10-21 19:00:00,85.151853,135.46944,1013,-9.5,3,261,0
174,2019-10-21 21:00:00,85.16308,135.377386,1013,-8.875,3,251,0
175,2019-10-21 23:00:00,85.17664,135.264986,1013,-8.625,3,254,0
176,2019-10-22 01:00:00,85.192693,135.152026,1013,-8.3125,3,253,0
177,2019-10-22 03:00:00,85.20952,135.05144,1013,-8.0,3,252,0
178,2019-10-22 05:00:00,85.224773,134.962746,1014,-7.875,3,256,0
179,2019-10-22 07:00:00,85.237453,134.863546,1014,-7.875,3,251,0
180,2019-10-22 09:00:00,85.247653,134.745146,1014,-8.1875,3,251,0
181,2019-10-22 11:00:00,85.257066,134.609946,1014,-8.5625,2,255,0
182,2019-10-22 13:00:00,85.26664,134.469893,1013,-8.8125,3,254,0
183,2019-10-22 15:00:00,85.276306,134.34632,1013,-9.5,3,253,0
184,2019-10-22 17:00:00,85.28572,134.237906,1012,-9.3125,3,250,0
185,2019-10-22 19:00:00,85.294106,134.14168,1013,-9.0625,3,249,0
186,2019-10-22 21:00:00,85.300693,134.041386,1013,-8.6875,2,256,0
187,2019-10-22 23:00:00,85.307306,133.926573,1013,-9.0,3,251,0
188,2019-10-23 01:00:00,85.3146,133.806266,1013,-9.25,3,253,0
189,2019-10-23 03:00:00,85.322253,133.69056,1013,-9.3125,3,250,0
190,2019-10-23 05:00:00,85.328533,133.595813,1013,-9.9375,3,250,0
191,2019-10-23 07:00:00,85.3328,133.509053,1014,-10.5,3,250,0
192,2019-10-23 09:00:00,85.336226,133.427213,1014,-11.625,3,246,0
193,2019-10-23 11:00:00,85.33916,133.34684,1014,-12.5,3,253,0
194,2019-10-23 13:00:00,85.343066,133.274266,1014,-13.1875,3,243,0
195,2019-10-23 15:00:00,85.34772,133.209933,1014,-12.1875,2,252,0
196,2019-10-23 17:00:00,85.351973,133.152653,1014,-11.625,3,250,0
197,2019-10-23 19:00:00,85.355333,133.102,1014,-11.8125,2,251,0
198,2019-10-23 21:00:00,85.35856,133.04352,1014,-12.8125,3,254,0
199,2019-10-23 23:00:00,85.362546,132.970666,1014,-13.0,3,249,0
200,2019-10-24 01:00:00,85.36836,132.89404,1013,-11.875,2,251,0
201,2019-10-24 03:00:00,85.376093,132.829853,1013,-11.4375,3,257,0
202,2019-10-24 05:00:00,85.38328,132.772653,1013,-11.1875,3,255,0
203,2019-10-24 07:00:00,85.38972,132.707066,1012,-11.25,3,252,0
204,2019-10-24 09:00:00,85.395333,132.630453,1012,-11.375,3,248,0
205,2019-10-24 11:00:00,85.4008,132.538786,1012,-11.6875,3,247,0
206,2019-10-24 13:00:00,85.407,132.43864,1011,-11.875,3,253,0
207,2019-10-24 15:00:00,85.41448,132.34528,1011,-11.9375,3,248,0
208,2019-10-24 17:00:00,85.421733,132.268853,1011,-11.875,3,248,0
209,2019-10-24 19:00:00,85.4278,132.19644,1011,-12.625,3,253,0
210,2019-10-24 21:00:00,85.432106,132.109373,1010,-12.75,3,253,0
211,2019-10-24 23:00:00,85.436226,131.99968,1010,-13.0,2,254,0
212,2019-10-25 01:00:00,85.441226,131.88792,1010,-13.1875,2,255,0
213,2019-10-25 03:00:00,85.446093,131.79964,1010,-13.3125,3,257,0
214,2019-10-25 05:00:00,85.44944,131.74128,1010,-14.4375,3,250,0
215,2019-10-25 07:00:00,85.450893,131.699133,1010,-15.1875,3,248,0
216,2019-10-25 09:00:00,85.451693,131.64668,1010,-15.875,3,250,0
217,2019-10-25 11:00:00,85.452746,131.58124,1011,-17.0,3,248,0
218,2019-10-25 13:00:00,85.454213,131.518053,1011,-18.125,2,250,0
219,2019-10-25 15:00:00,85.45596,131.467746,1012,-19.0,2,250,0
220,2019-10-25 17:00:00,85.457586,131.426093,1012,-19.1875,2,245,0
221,2019-10-25 19:00:00,85.45828,131.38184,1012,-18.3125,2,243,0
222,2019-10-25 21:00:00,85.45836,131.334346,1013,-16.6875,2,251,0
223,2019-10-25 23:00:00,85.4586,131.28124,1013,-17.0625,2,250,0
224,2019-10-26 01:00:00,85.45924,131.23156,1014,-18.3125,3,245,0
225,2019-10-26 03:00:00,85.460493,131.193133,1015,-18.875,2,243,0
226,2019-10-26 05:00:00,85.46168,131.168093,1015,-19.375,2,248,0
227,2019-10-26 07:00:00,85.462333,131.143946,1016,-19.9375,3,246,0
228,2019-10-26 09:00:00,85.462706,131.108053,1017,-20.5625,2,246,0
229,2019-10-26 11:00:00,85.46352,131.05864,1018,-19.8125,2,248,0
230,2019-10-26 13:00:00,85.4652,131.006,1018,-20.375,2,249,0
231,2019-10-26 15:00:00,85.467546,130.963426,1019,-21.125,2,245,0
232,2019-10-26 17:00:00,85.469906,130.933546,1020,-21.75,3,245,0
233,2019-10-26 19:00:00,85.47196,130.907053,1021,-22.0,2,246,0
234,2019-10-26 21:00:00,85.473973,130.871266,1022,-21.625,2,246,0
235,2019-10-26 23:00:00,85.476453,130.824253,1022,-21.4375,2,249,0
236,2019-10-27 01:00:00,85.479786,130.777133,1023,-21.5625,2,246,0
237,2019-10-27 03:00:00,85.483893,130.744586,1024,-22.0,2,246,0
238,2019-10-27 05:00:00,85.48832,130.714813,1025,-22.25,3,247,0
239,2019-10-27 07:00:00,85.492226,130.68276,1025,-22.25,2,247,0
240,2019-10-27 09:00:00,85.49584,130.6424,1026,-22.25,3,245,0
241,2019-10-27 11:00:00,85.50024,130.593493,1026,-22.1875,2,244,0
242,2019-10-27 13:00:00,85.505413,130.545133,1027,-22.5,3,247,0
243,2019-10-27 15:00:00,85.511266,130.50224,1027,-22.625,2,250,0
244,2019-10-27 17:00:00,85.5174,130.46896,1027,-22.75,2,247,0
245,2019-10-27 19:00:00,85.523693,130.43476,1028,-22.75,2,246,0
246,2019-10-27 21:00:00,85.529706,130.386,1028,-22.25,2,248,0
247,2019-10-27 23:00:00,85.536413,130.321306,1028,-21.625,2,246,0
248,2019-10-28 01:00:00,85.544786,130.242026,1028,-20.125,2,245,0
249,2019-10-28 03:00:00,85.55392,130.174653,1028,-18.625,2,245,0
250,2019-10-28 05:00:00,85.56312,130.12416,1028,-17.25,2,244,0
251,2019-10-28 07:00:00,85.571826,130.080106,1029,-16.25,2,249,0
252,2019-10-28 09:00:00,85.580533,130.029893,1029,-15.625,2,252,0
253,2019-10-28 11:00:00,85.589306,129.971706,1030,-15.4375,3,255,0
254,2019-10-28 13:00:00,85.59732,129.91496,1030,-15.3125,2,252,0
255,2019-10-28 15:00:00,85.605,129.86276,1030,-14.4375,2,251,0
256,2019-10-28 17:00:00,85.612013,129.817386,1030,-13.625,2,254,0
257,2019-10-28 19:00:00,85.618333,129.75912,1030,-13.125,3,252,0
258,2019-10-28 21:00:00,85.62456,129.68196,1031,-13.25,3,253,0
259,2019-10-28 23:00:00,85.63128,129.59044,1031,-15.0625,2,250,0
260,2019-10-29 01:00:00,85.63844,129.491573,1030,-14.75,3,248,0
261,2019-10-29 03:00:00,85.645333,129.41388,1030,-14.25,3,259,0
262,2019-10-29 05:00:00,85.651093,129.350013,1030,-15.0625,2,254,0
263,2019-10-29 07:00:00,85.656146,129.280946,1030,-16.5625,3,250,0
264,2019-10-29 09:00:00,85.661493,129.194346,1030,-17.375,2,248,0
265,2019-10-29 11:00:00,85.66764,129.096026,1030,-17.9375,2,250,0
266,2019-10-29 13:00:00,85.674573,129.001746,1030,-18.3125,3,247,0
267,2019-10-29 15:00:00,85.680973,128.928093,1030,-18.5,2,251,0
268,2019-10-29 17:00:00,85.685906,128.867653,1030,-19.0,2,246,0
269,2019-10-29 19:00:00,85.690333,128.804146,1030,-19.0,2,246,0
270,2019-10-29 21:00:00,85.694933,128.728453,1030,-19.4375,2,248,0
271,2019-10-29 23:00:00,85.700173,128.642866,1030,-19.625,3,250,0
272,2019-10-30 01:00:00,85.70624,128.557,1030,-17.5625,2,250,0
273,2019-10-30 03:00:00,85.711933,128.48744,1030,-16.6875,2,253,0
274,2019-10-30 05:00:00,85.716546,128.429173,1030,-16.0625,2,248,0
275,2019-10-30 07:00:00,85.72036,128.364973,1030,-15.5,3,250,0
276,2019-10-30 09:00:00,85.724413,128.283906,1030,-15.0,2,247,0
277,2019-10-30 11:00:00,85.729226,128.194693,1030,-14.75,2,249,0
278,2019-10-30 13:00:00,85.734533,128.118066,1029,-14.5625,2,250,0
279,2019-10-30 15:00:00,85.739013,128.054226,1030,-14.8125,2,246,0
280,2019-10-30 17:00:00,85.742133,127.998453,1030,-15.3125,3,250,0
281,2019-10-30 19:00:00,85.744813,127.935173,1030,-16.0,2,248,0
282,2019-10-30 21:00:00,85.748093,127.85776,1030,-16.375,2,249,0
283,2019-10-30 23:00:00,85.7526,127.771853,1030,-16.5625,2,244,0
284,2019-10-31 01:00:00,85.7578,127.691746,1031,-17.125,2,248,0
285,2019-10-31 03:00:00,85.762293,127.627946,1031,-17.5,3,245,0
286,2019-10-31 05:00:00,85.765613,127.57528,1031,-17.3125,2,248,0
287,2019-10-31 07:00:00,85.768493,127.521213,1031,-17.3125,2,249,0
288,2019-10-31 09:00:00,85.771893,127.457826,1031,-17.4375,2,248,0
289,2019-10-31 11:00:00,85.776266,127.389613,1031,-17.4375,2,251,0
290,2019-10-31 13:00:00,85.781053,127.32752,1031,-17.8125,3,250,0
291,2019-10-31 15:00:00,85.78516,127.278746,1031,-18.625,2,247,0
292,2019-10-31 17:00:00,85.788146,127.236213,1031,-18.4375,3,251,0
293,2019-10-31 19:00:00,85.790773,127.189386,1031,-18.1875,3,245,0
294,2019-10-31 21:00:00,85.793946,127.131773,1030,-18.125,2,248,0
295,2019-10-31 23:00:00,85.79824,127.067746,1030,-18.5,2,252,0
296,2019-11-01 01:00:00,85.803266,127.011626,1030,-17.9375,2,244,0
297,2019-11-01 03:00:00,85.807946,126.96924,1030,-17.375,2,243,0
298,2019-11-01 05:00:00,85.811506,126.93844,1030,-17.0625,3,250,0
299,2019-11-01 07:00:00,85.814506,126.905093,1030,-16.6875,2,247,0
300,2019-11-01 09:00:00,85.81804,126.86484,1031,-16.5625,2,252,0
301,2019-11-01 11:00:00,85.822466,126.822026,1031,-16.625,2,248,0
302,2019-11-01 13:00:00,85.827293,126.789453,1031,-16.75,3,247,0
303,2019-11-01 15:00:00,85.831186,126.770146,1031,-16.6875,2,249,0
304,2019-11-01 17:00:00,85.833546,126.758506,1031,-16.6875,3,246,0
305,2019-11-01 19:00:00,85.83508,126.739613,1031,-16.5,3,246,0
306,2019-11-01 21:00:00,85.8368,126.70816,1032,-16.0,2,251,0
307,2019-11-01 23:00:00,85.839626,126.671306,1032,-16.1875,3,250,0
308,2019-11-02 01:00:00,85.84356,126.638133,1032,-16.25,2,253,0
309,2019-11-02 03:00:00,85.847213,126.616146,1032,-16.5625,2,245,0
310,2019-11-02 05:00:00,85.849586,126.596533,1032,-17.625,2,247,0
311,2019-11-02 07:00:00,85.85108,126.565426,1032,-19.25,2,244,0
312,2019-11-02 09:00:00,85.853186,126.51872,1033,-20.5,2,244,0
313,2019-11-02 11:00:00,85.8568,126.460746,1033,-21.0625,2,242,0
314,2019-11-02 13:00:00,85.861506,126.407106,1033,-21.125,2,240,0
315,2019-11-02 15:00:00,85.866053,126.358653,1032,-20.25,2,247,0
316,2019-11-02 17:00:00,85.86948,126.30892,1032,-19.4375,2,249,0
317,2019-11-02 19:00:00,85.872333,126.24912,1032,-18.875,2,248,0
318,2019-11-02 21:00:00,85.875586,126.172333,1031,-18.1875,2,246,0
319,2019-11-02 23:00:00,85.880066,126.079453,1031,-17.6875,2,249,0
320,2019-11-03 01:00:00,85.886,125.989386,1031,-17.0,2,244,0
321,2019-11-03 03:00:00,85.893306,125.908493,1031,-16.25,2,247,0
322,2019-11-03 05:00:00,85.900426,125.828493,1031,-15.6875,2,252,0
323,2019-11-03 07:00:00,85.9054,125.714,1031,-16.1875,2,250,0
324,2019-11-03 09:00:00,85.9088,125.565146,1030,-18.4375,2,245,0
325,2019-11-03 11:00:00,85.91384,125.375093,1030,-19.375,2,244,0
326,2019-11-03 13:00:00,85.920866,125.1988,1029,-18.75,2,248,0
327,2019-11-03 15:00:00,85.928173,125.05368,1029,-18.25,2,250,0
328,2019-11-03 17:00:00,85.933413,124.937613,1029,-17.75,2,247,0
329,2019-11-03 19:00:00,85.937106,124.82276,1028,-17.375,2,245,0
330,2019-11-03 21:00:00,85.94128,124.686186,1028,-16.9375,2,242,0
331,2019-11-03 23:00:00,85.9464,124.537066,1028,-17.625,2,243,0
332,2019-11-04 01:00:00,85.952186,124.397693,1028,-17.6875,3,244,0
333,2019-11-04 03:00:00,85.9578,124.274026,1027,-17.4375,2,248,0
334,2019-11-04 05:00:00,85.962066,124.159426,1027,-17.0,2,250,0
335,2019-11-04 07:00:00,85.965133,124.034213,1027,-16.6875,2,247,0
336,2019-11-04 09:00:00,85.96784,123.897266,1028,-16.1875,2,252,0
337,2019-11-04 11:00:00,85.971066,123.761013,1028,-16.0,3,250,0
338,2019-11-04 13:00:00,85.974586,123.6354,1027,-16.1875,2,245,0
339,2019-11-04 15:00:00,85.977346,123.523053,1027,-16.5,2,247,0
340,2019-11-04 17:00:00,85.978546,123.4178,1027,-17.4375,2,250,0
341,2019-11-04 19:00:00,85.978626,123.31144,1027,-19.125,2,247,0
342,2019-11-04 21:00:00,85.978386,123.20036,1027,-20.3125,2,250,0
343,2019-11-04 23:00:00,85.978413,123.090613,1027,-21.1875,2,245,0
344,2019-11-05 01:00:00,85.97876,122.989093,1026,-20.5625,2,240,0
345,2019-11-05 03:00:00,85.977866,122.889466,1026,-19.6875,2,246,0
346,2019-11-05 05:00:00,85.97612,122.770706,1025,-19.5625,3,246,0
347,2019-11-05 07:00:00,85.97308,122.647906,1025,-20.75,2,249,0
348,2019-11-05 09:00:00,85.96908,122.510853,1026,-21.75,2,245,0
349,2019-11-05 11:00:00,85.965826,122.387626,1026,-22.25,2,241,0
350,2019-11-05 13:00:00,85.963693,122.277533,1026,-22.875,2,240,0
351,2019-11-05 15:00:00,85.961453,122.184026,1025,-23.3125,2,240,0
